Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_positive,fac_inc_pending,fac_inc_negative,fac_inc_recovered,fac_inc_active,fac_inc_hospitalized,fac_inc_deaths,fac_staff_positive,fac_staff_positivepresumed,fac_staff_recovered,fac_staff_hospitalized,fac_staff_deaths,fac_inc_population,fac_inc_firstdose,fac_inc_seconddose,fac_inc_jjvaccine,fac_staff_completeddocvaccine,facilties_staff_completedexternalvaccine,facility_bjs,fac_state,fac_inc_noisolated,fac_inc_hospital,fac_inc_pop,fac_inc_partiallyvaccinated,fac_inc_new_partiallyvaccinated,fac_inc_fullyvaccinated,fac_staff_positiveconfirmed,fac_staff_partiallyvaccinated,fac_staff_fullyvaccinated,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,state
3243,2021-01-04,,MN,MCF - Rush City,6516.0,208.0,11.0,6276.0,205.0,2.0,,1.0,123.0,1.0,53.0,1,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - RUSH CITY,MN,,1.0,,,,,70.0,,,7600 525TH STREET,55069.0,3621.0,9.0,85024.0,1610.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - RUSH CITY,7600 525TH STREET,RUSH CITY,MN,55069.0,Males only,Maximum/close/high,,None,State authority,981.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3244,2021-01-04,,MN,MCF - St Cloud,,,,,,,,,246.0,0.0,106.0,0,,,,,,,,,MN,,,,,,,140.0,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3621.0,9.0,85024.0,1610.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3245,2021-01-04,,MN,MCF - Shakopee,4253.0,17.0,0.0,4234.0,15.0,2.0,,0.0,68.0,0.0,30.0,0,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - SHAKOPEE,MN,,0.0,,,,,38.0,,,"1010 West Sixth Avenue, Shakopee, MN 55379",55379.0,3621.0,9.0,85024.0,1610.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - SHAKOPEE,1010 W 6TH AVENUE,SHAKOPEE,MN,55379.0,Females only,Other,Multiple Security Levels,None,State authority,,606.0,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3246,2021-01-04,,MN,MCF - St Cloud,11184.0,669.0,164.0,10246.0,643.0,26.0,,0.0,,,,,,,,,,,,,MN,,0.0,,,,,,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3621.0,9.0,85024.0,1610.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3247,2021-01-04,,MN,MCF - Stillwater,10495.0,970.0,6.0,9470.0,962.0,7.0,,1.0,380.0,2.0,180.0,2,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - STILLWATER,MN,,5.0,,,,,200.0,,,"970 Pickett Street, North Bayport, MN 55003",55003.0,3621.0,9.0,85024.0,1610.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - STILLWATER,970 PICKETT STREET NORTH,BAYPORT,MN,55003.0,Males only,Other,Multi level,None,State authority,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3248,2021-01-04,,MN,MCF - Togo,268.0,8.0,1.0,258.0,,8.0,,0.0,8.0,0.0,4.0,0,,,,,,,,MCF-TOGO,MN,,0.0,,,,,4.0,,,"62741 Co. Rd. 551, Togo, MN 55723",55723.0,3621.0,9.0,85024.0,1610.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3249,2021-01-04,,MN,MCF - Willow River,544.0,76.0,6.0,453.0,83.0,0.0,,0.0,14.0,0.0,7.0,0,,,,,,,,MCF-WILLOW RIVER - CHALLENGE INCARCERATION,MN,,0.0,,,,,7.0,,,"1000 Lake Shore Drive, Moose Lake, MN 55767",55767.0,3621.0,9.0,85024.0,1610.0,in BJS (matched),Minnesota,2.4e+20,2.4e+20,MCF-WILLOW RIVER - CHALLENGE INCARCERATION,86032 County Highway 61,Willow River,MN,55795.0,Males only,Medium,,None,State authority,172.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3250,2021-01-04,,MN,MINNCOR-Rsvl,,,,,,,,,7.0,0.0,3.0,0,,,,,,,,,MN,,,,,,,4.0,,,"2420 Long Lake Road Roseville, MN 55113",55113.0,3621.0,9.0,85024.0,1610.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3251,2021-01-05,,MN,MCF - Faribault,20965.0,1102.0,0.0,19727.0,903.0,196.0,,5.0,225.0,3.0,94.0,3,,,,,,,,MINNESOTA CORRECTIONAL FACILITY-FARIBAULT,MN,,7.0,,,,,131.0,,,"1101 Linden Lane Faribault, MN 55021-0730",55021.0,3743.0,9.0,87033.0,1618.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY-FARIBAULT,1101 LINDEN LANE,FARIBAULT,MN,55021.0,Males only,Other,Multi level,None,State authority,1993.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3252,2021-01-05,,MN,MCF - Lino Lakes,19230.0,351.0,31.0,18777.0,337.0,14.0,,0.0,175.0,1.0,84.0,1,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - LINO LAKES,MN,,1.0,,,,,91.0,,,7525 4TH AVENUE,55014.0,3743.0,9.0,87033.0,1618.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - LINO LAKES,7525 4TH AVENUE,LINO LAKES,MN,55014.0,Males only,Minimum/low,,None,State authority,1313.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3253,2021-01-05,,MN,MCF - Moose Lake,8423.0,158.0,228.0,7952.0,164.0,24.0,,1.0,163.0,4.0,76.0,4,,,,,,,,MCF-MOOSE LAKE,MN,,0.0,,,,,87.0,,,1000 Lakeshore Drive,55767.0,3743.0,9.0,87033.0,1618.0,in BJS (matched),Minnesota,2.4e+20,2.4e+20,MCF-MOOSE LAKE,1000 Lakeshore Drive,Moose Lake,MN,55767.0,Males only,Medium,,None,State authority,1028.0,,Yes,MCF - Willow River,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3254,2021-01-05,,MN,MCF - Oak Park Heights,4319.0,98.0,1.0,4201.0,34.0,63.0,,1.0,165.0,1.0,81.0,1,,,,,,,,MINNESOTA CORRECTIONAL FAC - OAK PARK HEIGHTS,MN,,0.0,,,,,84.0,,,"5329 Osgood Avenue North, Stillwater, MN 55082",55082.0,3743.0,9.0,87033.0,1618.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FAC - OAK PARK HEIGHTS,5329 OSGOOD AVENUE NORTH,STILLWATER,MN,55082.0,Males only,Maximum/close/high,,None,State authority,434.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3255,2021-01-05,,MN,MCF - Red Wing,494.0,1.0,5.0,488.0,1.0,0.0,,0.0,40.0,0.0,19.0,0,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - RED WING,MN,,0.0,,,,,21.0,,,"1079 Highway 292, Red Wing, MN 55066",55066.0,3743.0,9.0,87033.0,1618.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - RED WING,1079 HWY 292,RED WING,MN,55066.0,Males only,Minimum/low,,None,State authority,43.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3256,2021-01-05,,MN,MCF - Rush City,6522.0,213.0,5.0,6283.0,205.0,7.0,,1.0,123.0,1.0,53.0,1,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - RUSH CITY,MN,,1.0,,,,,70.0,,,7600 525TH STREET,55069.0,3743.0,9.0,87033.0,1618.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - RUSH CITY,7600 525TH STREET,RUSH CITY,MN,55069.0,Males only,Maximum/close/high,,None,State authority,981.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3257,2021-01-05,,MN,MCF - St Cloud,,,,,,,,,249.0,0.0,106.0,0,,,,,,,,,MN,,,,,,,143.0,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3743.0,9.0,87033.0,1618.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3258,2021-01-05,,MN,MCF - Shakopee,4253.0,17.0,0.0,4234.0,15.0,2.0,,0.0,69.0,0.0,31.0,0,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - SHAKOPEE,MN,,0.0,,,,,38.0,,,"1010 West Sixth Avenue, Shakopee, MN 55379",55379.0,3743.0,9.0,87033.0,1618.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - SHAKOPEE,1010 W 6TH AVENUE,SHAKOPEE,MN,55379.0,Females only,Other,Multiple Security Levels,None,State authority,,606.0,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3259,2021-01-05,,MN,MCF - St Cloud,11516.0,745.0,74.0,10592.0,659.0,86.0,,0.0,,,,,,,,,,,,,MN,,0.0,,,,,,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3743.0,9.0,87033.0,1618.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3260,2021-01-05,,MN,MCF - Stillwater,10499.0,974.0,6.0,9470.0,962.0,11.0,,1.0,380.0,2.0,180.0,2,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - STILLWATER,MN,,5.0,,,,,200.0,,,"970 Pickett Street, North Bayport, MN 55003",55003.0,3743.0,9.0,87033.0,1618.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - STILLWATER,970 PICKETT STREET NORTH,BAYPORT,MN,55003.0,Males only,Other,Multi level,None,State authority,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3261,2021-01-05,,MN,MCF - Togo,268.0,8.0,1.0,258.0,,8.0,,0.0,8.0,0.0,4.0,0,,,,,,,,MCF-TOGO,MN,,0.0,,,,,4.0,,,"62741 Co. Rd. 551, Togo, MN 55723",55723.0,3743.0,9.0,87033.0,1618.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3262,2021-01-05,,MN,MCF - Willow River,544.0,76.0,6.0,453.0,83.0,0.0,,0.0,14.0,0.0,7.0,0,,,,,,,,MCF-WILLOW RIVER - CHALLENGE INCARCERATION,MN,,0.0,,,,,7.0,,,"1000 Lake Shore Drive, Moose Lake, MN 55767",55767.0,3743.0,9.0,87033.0,1618.0,in BJS (matched),Minnesota,2.4e+20,2.4e+20,MCF-WILLOW RIVER - CHALLENGE INCARCERATION,86032 County Highway 61,Willow River,MN,55795.0,Males only,Medium,,None,State authority,172.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3263,2021-01-05,,MN,MINNCOR-Rsvl,,,,,,,,,7.0,0.0,3.0,0,,,,,,,,,MN,,,,,,,4.0,,,"2420 Long Lake Road Roseville, MN 55113",55113.0,3743.0,9.0,87033.0,1618.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3264,2021-01-06,,MN,MCF - Faribault,20968.0,1102.0,0.0,19730.0,903.0,196.0,,5.0,226.0,3.0,95.0,3,,,,,,,,MINNESOTA CORRECTIONAL FACILITY-FARIBAULT,MN,,9.0,,,,,131.0,,,"1101 Linden Lane Faribault, MN 55021-0730",55021.0,3746.0,9.0,87107.0,1625.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY-FARIBAULT,1101 LINDEN LANE,FARIBAULT,MN,55021.0,Males only,Other,Multi level,None,State authority,1993.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3265,2021-01-06,,MN,MCF - Lino Lakes,19232.0,351.0,3.0,18807.0,337.0,14.0,,0.0,177.0,1.0,84.0,1,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - LINO LAKES,MN,,1.0,,,,,93.0,,,7525 4TH AVENUE,55014.0,3746.0,9.0,87107.0,1625.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - LINO LAKES,7525 4TH AVENUE,LINO LAKES,MN,55014.0,Males only,Minimum/low,,None,State authority,1313.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3266,2021-01-06,,MN,MCF - Moose Lake,8435.0,158.0,237.0,7955.0,164.0,24.0,,1.0,166.0,4.0,79.0,4,,,,,,,,MCF-MOOSE LAKE,MN,,0.0,,,,,87.0,,,1000 Lakeshore Drive,55767.0,3746.0,9.0,87107.0,1625.0,in BJS (matched),Minnesota,2.4e+20,2.4e+20,MCF-MOOSE LAKE,1000 Lakeshore Drive,Moose Lake,MN,55767.0,Males only,Medium,,None,State authority,1028.0,,Yes,MCF - Willow River,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3267,2021-01-06,,MN,MCF - Oak Park Heights,4319.0,98.0,1.0,4201.0,34.0,63.0,,1.0,165.0,1.0,81.0,1,,,,,,,,MINNESOTA CORRECTIONAL FAC - OAK PARK HEIGHTS,MN,,0.0,,,,,84.0,,,"5329 Osgood Avenue North, Stillwater, MN 55082",55082.0,3746.0,9.0,87107.0,1625.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FAC - OAK PARK HEIGHTS,5329 OSGOOD AVENUE NORTH,STILLWATER,MN,55082.0,Males only,Maximum/close/high,,None,State authority,434.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3268,2021-01-06,,MN,MCF - Red Wing,494.0,1.0,5.0,488.0,1.0,0.0,,0.0,40.0,0.0,19.0,0,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - RED WING,MN,,0.0,,,,,21.0,,,"1079 Highway 292, Red Wing, MN 55066",55066.0,3746.0,9.0,87107.0,1625.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - RED WING,1079 HWY 292,RED WING,MN,55066.0,Males only,Minimum/low,,None,State authority,43.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3269,2021-01-06,,MN,MCF - Rush City,6528.0,214.0,5.0,6288.0,205.0,8.0,,1.0,124.0,1.0,54.0,1,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - RUSH CITY,MN,,1.0,,,,,70.0,,,7600 525TH STREET,55069.0,3746.0,9.0,87107.0,1625.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - RUSH CITY,7600 525TH STREET,RUSH CITY,MN,55069.0,Males only,Maximum/close/high,,None,State authority,981.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3270,2021-01-06,,MN,MCF - St Cloud,,,,,,,,,249.0,0.0,106.0,0,,,,,,,,,MN,,,,,,,143.0,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3746.0,9.0,87107.0,1625.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3271,2021-01-06,,MN,MCF - Shakopee,4253.0,17.0,0.0,4234.0,15.0,2.0,,0.0,69.0,0.0,31.0,0,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - SHAKOPEE,MN,,0.0,,,,,38.0,,,"1010 West Sixth Avenue, Shakopee, MN 55379",55379.0,3746.0,9.0,87107.0,1625.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - SHAKOPEE,1010 W 6TH AVENUE,SHAKOPEE,MN,55379.0,Females only,Other,Multiple Security Levels,None,State authority,,606.0,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3272,2021-01-06,,MN,MCF - St Cloud,11545.0,747.0,94.0,10598.0,659.0,88.0,,0.0,,,,,,,,,,,,,MN,,0.0,,,,,,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3746.0,9.0,87107.0,1625.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3273,2021-01-06,,MN,MCF - Stillwater,10521.0,974.0,9.0,9481.0,960.0,13.0,,1.0,380.0,2.0,180.0,2,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - STILLWATER,MN,,5.0,,,,,200.0,,,"970 Pickett Street, North Bayport, MN 55003",55003.0,3746.0,9.0,87107.0,1625.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - STILLWATER,970 PICKETT STREET NORTH,BAYPORT,MN,55003.0,Males only,Other,Multi level,None,State authority,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3274,2021-01-06,,MN,MCF - Togo,268.0,8.0,1.0,258.0,,8.0,,0.0,8.0,0.0,4.0,0,,,,,,,,MCF-TOGO,MN,,0.0,,,,,4.0,,,"62741 Co. Rd. 551, Togo, MN 55723",55723.0,3746.0,9.0,87107.0,1625.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3275,2021-01-06,,MN,MCF - Willow River,544.0,76.0,6.0,453.0,83.0,0.0,,0.0,14.0,0.0,7.0,0,,,,,,,,MCF-WILLOW RIVER - CHALLENGE INCARCERATION,MN,,0.0,,,,,7.0,,,"1000 Lake Shore Drive, Moose Lake, MN 55767",55767.0,3746.0,9.0,87107.0,1625.0,in BJS (matched),Minnesota,2.4e+20,2.4e+20,MCF-WILLOW RIVER - CHALLENGE INCARCERATION,86032 County Highway 61,Willow River,MN,55795.0,Males only,Medium,,None,State authority,172.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3276,2021-01-06,,MN,MINNCOR-Rsvl,,,,,,,,,7.0,0.0,3.0,0,,,,,,,,,MN,,,,,,,4.0,,,"2420 Long Lake Road Roseville, MN 55113",55113.0,3746.0,9.0,87107.0,1625.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3277,2021-01-07,,MN,MCF - Faribault,20969.0,1102.0,0.0,19731.0,903.0,196.0,,5.0,232.0,3.0,98.0,3,,,,,,,,MINNESOTA CORRECTIONAL FACILITY-FARIBAULT,MN,,9.0,,,,,134.0,,,"1101 Linden Lane Faribault, MN 55021-0730",55021.0,3749.0,9.0,87156.0,1638.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY-FARIBAULT,1101 LINDEN LANE,FARIBAULT,MN,55021.0,Males only,Other,Multi level,None,State authority,1993.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3278,2021-01-07,,MN,MCF - Lino Lakes,19232.0,351.0,0.0,18810.0,337.0,14.0,,0.0,177.0,1.0,84.0,1,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - LINO LAKES,MN,,1.0,,,,,93.0,,,7525 4TH AVENUE,55014.0,3749.0,9.0,87156.0,1638.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - LINO LAKES,7525 4TH AVENUE,LINO LAKES,MN,55014.0,Males only,Minimum/low,,None,State authority,1313.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3279,2021-01-07,,MN,MCF - Moose Lake,8454.0,158.0,256.0,7955.0,164.0,24.0,,1.0,166.0,4.0,79.0,4,,,,,,,,MCF-MOOSE LAKE,MN,,0.0,,,,,87.0,,,1000 Lakeshore Drive,55767.0,3749.0,9.0,87156.0,1638.0,in BJS (matched),Minnesota,2.4e+20,2.4e+20,MCF-MOOSE LAKE,1000 Lakeshore Drive,Moose Lake,MN,55767.0,Males only,Medium,,None,State authority,1028.0,,Yes,MCF - Willow River,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3280,2021-01-07,,MN,MCF - Oak Park Heights,4319.0,98.0,1.0,4201.0,34.0,63.0,,1.0,165.0,1.0,81.0,1,,,,,,,,MINNESOTA CORRECTIONAL FAC - OAK PARK HEIGHTS,MN,,0.0,,,,,84.0,,,"5329 Osgood Avenue North, Stillwater, MN 55082",55082.0,3749.0,9.0,87156.0,1638.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FAC - OAK PARK HEIGHTS,5329 OSGOOD AVENUE NORTH,STILLWATER,MN,55082.0,Males only,Maximum/close/high,,None,State authority,434.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3281,2021-01-07,,MN,MCF - Red Wing,506.0,1.0,11.0,494.0,1.0,0.0,,0.0,40.0,0.0,19.0,0,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - RED WING,MN,,0.0,,,,,21.0,,,"1079 Highway 292, Red Wing, MN 55066",55066.0,3749.0,9.0,87156.0,1638.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - RED WING,1079 HWY 292,RED WING,MN,55066.0,Males only,Minimum/low,,None,State authority,43.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3282,2021-01-07,,MN,MCF - Rush City,6528.0,214.0,0.0,6293.0,205.0,8.0,,1.0,124.0,1.0,54.0,1,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - RUSH CITY,MN,,1.0,,,,,70.0,,,7600 525TH STREET,55069.0,3749.0,9.0,87156.0,1638.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - RUSH CITY,7600 525TH STREET,RUSH CITY,MN,55069.0,Males only,Maximum/close/high,,None,State authority,981.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3283,2021-01-07,,MN,MCF - St Cloud,,,,,,,,,252.0,0.0,107.0,0,,,,,,,,,MN,,,,,,,145.0,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3749.0,9.0,87156.0,1638.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3284,2021-01-07,,MN,MCF - Shakopee,4253.0,17.0,0.0,4234.0,15.0,2.0,,0.0,69.0,0.0,31.0,0,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - SHAKOPEE,MN,,0.0,,,,,38.0,,,"1010 West Sixth Avenue, Shakopee, MN 55379",55379.0,3749.0,9.0,87156.0,1638.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - SHAKOPEE,1010 W 6TH AVENUE,SHAKOPEE,MN,55379.0,Females only,Other,Multiple Security Levels,None,State authority,,606.0,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3285,2021-01-07,,MN,MCF - St Cloud,11564.0,747.0,81.0,10630.0,659.0,88.0,,0.0,,,,,,,,,,,,,MN,,0.0,,,,,,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3749.0,9.0,87156.0,1638.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3286,2021-01-07,,MN,MCF - Stillwater,10518.0,977.0,9.0,9482.0,964.0,12.0,,1.0,384.0,2.0,181.0,2,,,,,,,,MINNESOTA CORRECTIONAL FACILITY - STILLWATER,MN,,5.0,,,,,203.0,,,"970 Pickett Street, North Bayport, MN 55003",55003.0,3749.0,9.0,87156.0,1638.0,in BJS (matched),Minnesota,2.4e+20,,MINNESOTA CORRECTIONAL FACILITY - STILLWATER,970 PICKETT STREET NORTH,BAYPORT,MN,55003.0,Males only,Other,Multi level,None,State authority,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3287,2021-01-07,,MN,MCF - Togo,268.0,8.0,1.0,258.0,,8.0,,0.0,8.0,0.0,4.0,0,,,,,,,,MCF-TOGO,MN,,0.0,,,,,4.0,,,"62741 Co. Rd. 551, Togo, MN 55723",55723.0,3749.0,9.0,87156.0,1638.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3288,2021-01-07,,MN,MCF - Willow River,545.0,76.0,6.0,453.0,83.0,0.0,,0.0,14.0,0.0,7.0,0,,,,,,,,MCF-WILLOW RIVER - CHALLENGE INCARCERATION,MN,,0.0,,,,,7.0,,,"1000 Lake Shore Drive, Moose Lake, MN 55767",55767.0,3749.0,9.0,87156.0,1638.0,in BJS (matched),Minnesota,2.4e+20,2.4e+20,MCF-WILLOW RIVER - CHALLENGE INCARCERATION,86032 County Highway 61,Willow River,MN,55795.0,Males only,Medium,,None,State authority,172.0,,No,,No,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
3289,2021-01-07,,MN,MINNCOR-Rsvl,,,,,,,,,7.0,0.0,3.0,0,,,,,,,,,MN,,,,,,,4.0,,,"2420 Long Lake Road Roseville, MN 55113",55113.0,3749.0,9.0,87156.0,1638.0,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
